row_id,model_name,organization,release_year,model_size_billion_params,architecture_type,open_source,rlhf_used,constitutional_ai_used,alignment_training_type,safety_finetuning,mmlu_score,gsm8k_score,humaneval_score,arc_score,hellaswag_score,truthfulqa_score,toxicity_score,hallucination_rate,jailbreak_success_rate,refusal_rate,bias_score,adversarial_robustness_score,instruction_following_score,consistency_score,lmsys_elo,alignment_score,shutdown_compliance_proxy,benchmark_suite,eval_year,data_source
939,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,72.84,,,,,,2.4,,,80.96,,,,,1242,,,HALLU+HF-L2__low_resource_lang,2024,[HALLU][HF-L2]
940,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,78.84,,,,,,2.4,,,83.72,,,,,1242,,,HALLU+HF-L2__long_context,2024,[HALLU][HF-L2]
941,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,77.99,,,,,,2.4,,,84.64,,,,,1242,,,HALLU+HF-L2__tool_use,2024,[HALLU][HF-L2]
942,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,76.27,,,,,,2.4,,,83.72,,,,,1242,,,HALLU+HF-L2__instruction_complex,2024,[HALLU][HF-L2]
943,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,70.27,,,,,,2.4,,,79.12,,,,,1242,,,HALLU+HF-L2__jailbreak_scenario,2024,[HALLU][HF-L2]
944,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,88.27,,,,,,2.4,,,97.52,,,,,1242,,,HALLU+HF-L2__safety_bench_direct,2024,[HALLU][HF-L2]
945,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,80.56,,,,,,2.4,,,87.4,,,,,1242,,,HALLU+HF-L2__bias_test,2024,[HALLU][HF-L2]
946,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,82.27,,,,,,2.4,,,91.08,,,,,1242,,,HALLU+HF-L2__factuality_test,2024,[HALLU][HF-L2]
947,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,83.13,,,,,,2.4,,,90.16,,,,,1242,,,HALLU+HF-L2__consistency_test,2024,[HALLU][HF-L2]
948,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,85.7,,,,,,2.4,,,92.0,,,,,1242,,,HALLU+HF-L2__human_preference,2024,[HALLU][HF-L2]
949,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,86.56,,,,,,2.4,,,92.0,,,,,1242,,,HALLU+HF-L2__academic_benchmark,2024,[HALLU][HF-L2]
950,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,83.99,,,,,,2.4,,,90.16,,,,,1242,,,HALLU+HF-L2__enterprise_usecase,2024,[HALLU][HF-L2]
951,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,81.41,,,,,,2.4,,,89.24,,,,,1242,,,HALLU+HF-L2__creative_writing,2024,[HALLU][HF-L2]
952,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,80.56,,,,,,2.4,,,88.32,,,,,1242,,,HALLU+HF-L2__reasoning_chain,2024,[HALLU][HF-L2]
953,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,85.7,,,,,,2.4,,,95.68,,,,,1242,,,HALLU+HF-L2__value_alignment,2024,[HALLU][HF-L2]
954,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,74.56,,,,,,2.4,,,80.96,,,,,1242,,,HALLU+HF-L2__robustness_noise,2024,[HALLU][HF-L2]
955,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,75.42,,,,,,2.4,,,83.72,,,,,1242,,,HALLU+HF-L2__multilingual,2024,[HALLU][HF-L2]
956,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,83.13,,,,,,2.4,,,91.08,,,,,1242,,,HALLU+HF-L2__summarization,2024,[HALLU][HF-L2]
957,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,86.56,,,,,,2.4,,,92.0,,,,,1242,,,HALLU+HF-L2__qa_closed,2024,[HALLU][HF-L2]
958,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,82.27,,,,,,2.4,,,90.16,,,,,1242,,,HALLU+HF-L2__qa_open,2024,[HALLU][HF-L2]
959,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,87.41,,,,,,2.4,,,95.68,,,,,1242,,,HALLU+HF-L2__dialogue_safety,2024,[HALLU][HF-L2]
960,Llama-3.3-70B-Instruct,Meta,2024,70,Transformer-Decoder,1,1,0,RLHF+DPO,1,77.99,,,,,,2.4,,,86.48,,,,,1242,,,HALLU+HF-L2__data_contamination,2024,[HALLU][HF-L2]
961,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,60.1,52.2,100.0,59.2,81.3,42.1,4.5,,100.0,52.0,5.1,,65.0,,1072,,0.208,HF-L1+JBREAK__standard_0shot,2023,[HF-L1][JBREAK][SYST]
962,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,60.7,53.24,98.0,59.79,82.11,42.52,4.5,,100.0,52.0,5.1,,65.0,,1072,,0.208,HF-L1+JBREAK__standard_5shot,2023,[HF-L1][JBREAK][SYST]
963,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,58.3,49.59,99.0,57.42,78.86,41.26,4.5,,100.0,50.44,5.1,,63.05,,1072,,0.2018,HF-L1+JBREAK__chat_multiturn,2023,[HF-L1][JBREAK][SYST]
964,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,54.09,44.37,92.0,53.28,73.17,37.05,4.5,,100.0,47.32,5.1,,59.15,,1072,,0.1893,HF-L1+JBREAK__adversarial_prompt,2023,[HF-L1][JBREAK][SYST]
965,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,52.89,42.8,91.0,52.1,71.54,35.79,4.5,,100.0,46.8,5.1,,58.5,,1072,,0.1872,HF-L1+JBREAK__red_team_test,2023,[HF-L1][JBREAK][SYST]
966,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,59.5,53.77,97.0,58.61,80.49,42.1,4.5,,100.0,51.48,5.1,,64.35,,1072,,0.2059,HF-L1+JBREAK__domain_science,2023,[HF-L1][JBREAK][SYST]
967,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,57.09,56.38,96.0,56.24,77.23,41.26,4.5,,100.0,50.96,5.1,,63.7,,1072,,0.2038,HF-L1+JBREAK__domain_math,2023,[HF-L1][JBREAK][SYST]
968,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,55.89,51.68,100,55.06,75.61,40.84,4.5,,100.0,50.44,5.1,,63.05,,1072,,0.2018,HF-L1+JBREAK__domain_coding,2023,[HF-L1][JBREAK][SYST]
969,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,57.7,50.63,98.0,56.83,78.05,39.57,4.5,,100.0,49.92,5.1,,62.4,,1072,,0.1997,HF-L1+JBREAK__system_prompt_none,2023,[HF-L1][JBREAK][SYST]
970,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,61.3,52.2,100,60.38,82.93,44.21,4.5,,100.0,53.56,5.1,,66.95,,1072,,0.2142,HF-L1+JBREAK__system_prompt_safety,2023,[HF-L1][JBREAK][SYST]
971,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,51.09,45.94,87.0,50.32,69.1,37.89,4.5,,100.0,45.76,5.1,,57.2,,1072,,0.183,HF-L1+JBREAK__low_resource_lang,2023,[HF-L1][JBREAK][SYST]
972,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,55.29,46.98,94.0,54.46,74.8,39.15,4.5,,100.0,47.32,5.1,,59.15,,1072,,0.1893,HF-L1+JBREAK__long_context,2023,[HF-L1][JBREAK][SYST]
973,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,54.69,48.55,96.0,53.87,73.98,37.47,4.5,,100.0,47.84,5.1,,59.8,,1072,,0.1914,HF-L1+JBREAK__tool_use,2023,[HF-L1][JBREAK][SYST]
974,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,53.49,45.41,95.0,52.69,72.36,37.89,4.5,,100.0,47.32,5.1,,59.15,,1072,,0.1893,HF-L1+JBREAK__instruction_complex,2023,[HF-L1][JBREAK][SYST]
975,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,49.28,41.76,88.0,48.54,66.67,32.84,4.5,,100.0,44.72,5.1,,55.9,,1072,,0.1789,HF-L1+JBREAK__jailbreak_scenario,2023,[HF-L1][JBREAK][SYST]
976,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,61.9,52.72,100.0,60.98,83.74,45.47,4.5,,100.0,55.12,5.1,,68.9,,1072,,0.2205,HF-L1+JBREAK__safety_bench_direct,2023,[HF-L1][JBREAK][SYST]
977,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,56.49,48.55,97.0,55.65,76.42,38.73,4.5,,100.0,49.4,5.1,,61.75,,1072,,0.1976,HF-L1+JBREAK__bias_test,2023,[HF-L1][JBREAK][SYST]
978,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,57.7,49.59,98.0,56.83,78.05,40.84,4.5,,100.0,51.48,5.1,,64.35,,1072,,0.2059,HF-L1+JBREAK__factuality_test,2023,[HF-L1][JBREAK][SYST]
979,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,58.3,50.11,98.0,57.42,78.86,40.42,4.5,,100.0,50.96,5.1,,63.7,,1072,,0.2038,HF-L1+JBREAK__consistency_test,2023,[HF-L1][JBREAK][SYST]
980,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,60.1,52.2,100.0,59.2,81.3,42.1,4.5,,100.0,52.0,5.1,,65.0,,1072,,0.208,HF-L1+JBREAK__human_preference,2023,[HF-L1][JBREAK][SYST]
981,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,60.7,53.24,100.0,59.79,82.11,42.52,4.5,,100.0,52.0,5.1,,65.0,,1072,,0.208,HF-L1+JBREAK__academic_benchmark,2023,[HF-L1][JBREAK][SYST]
982,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,58.9,50.63,99.0,58.02,79.67,40.84,4.5,,100.0,50.96,5.1,,63.7,,1072,,0.2038,HF-L1+JBREAK__enterprise_usecase,2023,[HF-L1][JBREAK][SYST]
983,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,57.09,49.07,96.0,56.24,77.23,39.99,4.5,,100.0,50.44,5.1,,63.05,,1072,,0.2018,HF-L1+JBREAK__creative_writing,2023,[HF-L1][JBREAK][SYST]
984,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,56.49,50.11,95.0,55.65,76.42,39.15,4.5,,100.0,49.92,5.1,,62.4,,1072,,0.1997,HF-L1+JBREAK__reasoning_chain,2023,[HF-L1][JBREAK][SYST]
985,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,60.1,51.68,100,59.2,81.3,42.94,4.5,,100.0,54.08,5.1,,67.6,,1072,,0.2163,HF-L1+JBREAK__value_alignment,2023,[HF-L1][JBREAK][SYST]
986,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,52.29,44.37,89.0,51.5,70.73,36.21,4.5,,100.0,45.76,5.1,,57.2,,1072,,0.183,HF-L1+JBREAK__robustness_noise,2023,[HF-L1][JBREAK][SYST]
987,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,52.89,45.41,90.0,52.1,71.54,37.47,4.5,,100.0,47.32,5.1,,59.15,,1072,,0.1893,HF-L1+JBREAK__multilingual,2023,[HF-L1][JBREAK][SYST]
988,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,58.3,50.11,98.0,57.42,78.86,40.84,4.5,,100.0,51.48,5.1,,64.35,,1072,,0.2059,HF-L1+JBREAK__summarization,2023,[HF-L1][JBREAK][SYST]
989,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,60.7,52.2,99.0,59.79,82.11,42.52,4.5,,100.0,52.0,5.1,,65.0,,1072,,0.208,HF-L1+JBREAK__qa_closed,2023,[HF-L1][JBREAK][SYST]
990,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,57.7,49.59,97.0,56.83,78.05,40.42,4.5,,100.0,50.96,5.1,,63.7,,1072,,0.2038,HF-L1+JBREAK__qa_open,2023,[HF-L1][JBREAK][SYST]
991,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,61.3,52.72,100.0,60.38,82.93,44.21,4.5,,100.0,54.08,5.1,,67.6,,1072,,0.2163,HF-L1+JBREAK__dialogue_safety,2023,[HF-L1][JBREAK][SYST]
992,Mistral-7B-Instruct-v0.1,Mistral AI,2023,7,Transformer-Decoder,1,0,0,SFT,0,54.69,48.55,92.0,53.87,73.98,37.89,4.5,,100.0,48.88,5.1,,61.1,,1072,,0.1955,HF-L1+JBREAK__data_contamination,2023,[HF-L1][JBREAK][SYST]
993,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,60.1,52.2,,,,,4.3,,100.0,55.0,5.0,,,,1093,,0.22,ORBENCH+JBREAK__standard_0shot,2024,[ORBENCH][JBREAK]
994,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,60.7,53.24,,,,,4.3,,100.0,55.0,5.0,,,,1093,,0.22,ORBENCH+JBREAK__standard_5shot,2024,[ORBENCH][JBREAK]
995,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,58.3,49.59,,,,,4.3,,100.0,53.35,5.0,,,,1093,,0.2134,ORBENCH+JBREAK__chat_multiturn,2024,[ORBENCH][JBREAK]
996,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,54.09,44.37,,,,,4.3,,100.0,50.05,5.0,,,,1093,,0.2002,ORBENCH+JBREAK__adversarial_prompt,2024,[ORBENCH][JBREAK]
997,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,52.89,42.8,,,,,4.3,,100.0,49.5,5.0,,,,1093,,0.198,ORBENCH+JBREAK__red_team_test,2024,[ORBENCH][JBREAK]
998,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,59.5,53.77,,,,,4.3,,100.0,54.45,5.0,,,,1093,,0.2178,ORBENCH+JBREAK__domain_science,2024,[ORBENCH][JBREAK]
999,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,57.09,56.38,,,,,4.3,,100.0,53.9,5.0,,,,1093,,0.2156,ORBENCH+JBREAK__domain_math,2024,[ORBENCH][JBREAK]
1000,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,55.89,51.68,,,,,4.3,,100.0,53.35,5.0,,,,1093,,0.2134,ORBENCH+JBREAK__domain_coding,2024,[ORBENCH][JBREAK]
1001,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,57.7,50.63,,,,,4.3,,100.0,52.8,5.0,,,,1093,,0.2112,ORBENCH+JBREAK__system_prompt_none,2024,[ORBENCH][JBREAK]
1002,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,61.3,52.2,,,,,4.3,,100.0,56.65,5.0,,,,1093,,0.2266,ORBENCH+JBREAK__system_prompt_safety,2024,[ORBENCH][JBREAK]
1003,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,51.09,45.94,,,,,4.3,,100.0,48.4,5.0,,,,1093,,0.1936,ORBENCH+JBREAK__low_resource_lang,2024,[ORBENCH][JBREAK]
1004,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,55.29,46.98,,,,,4.3,,100.0,50.05,5.0,,,,1093,,0.2002,ORBENCH+JBREAK__long_context,2024,[ORBENCH][JBREAK]
1005,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,54.69,48.55,,,,,4.3,,100.0,50.6,5.0,,,,1093,,0.2024,ORBENCH+JBREAK__tool_use,2024,[ORBENCH][JBREAK]
1006,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,53.49,45.41,,,,,4.3,,100.0,50.05,5.0,,,,1093,,0.2002,ORBENCH+JBREAK__instruction_complex,2024,[ORBENCH][JBREAK]
1007,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,49.28,41.76,,,,,4.3,,100.0,47.3,5.0,,,,1093,,0.1892,ORBENCH+JBREAK__jailbreak_scenario,2024,[ORBENCH][JBREAK]
1008,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,61.9,52.72,,,,,4.3,,100.0,58.3,5.0,,,,1093,,0.2332,ORBENCH+JBREAK__safety_bench_direct,2024,[ORBENCH][JBREAK]
1009,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,56.49,48.55,,,,,4.3,,100.0,52.25,5.0,,,,1093,,0.209,ORBENCH+JBREAK__bias_test,2024,[ORBENCH][JBREAK]
1010,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,57.7,49.59,,,,,4.3,,100.0,54.45,5.0,,,,1093,,0.2178,ORBENCH+JBREAK__factuality_test,2024,[ORBENCH][JBREAK]
1011,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,58.3,50.11,,,,,4.3,,100.0,53.9,5.0,,,,1093,,0.2156,ORBENCH+JBREAK__consistency_test,2024,[ORBENCH][JBREAK]
1012,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,60.1,52.2,,,,,4.3,,100.0,55.0,5.0,,,,1093,,0.22,ORBENCH+JBREAK__human_preference,2024,[ORBENCH][JBREAK]
1013,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,60.7,53.24,,,,,4.3,,100.0,55.0,5.0,,,,1093,,0.22,ORBENCH+JBREAK__academic_benchmark,2024,[ORBENCH][JBREAK]
1014,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,58.9,50.63,,,,,4.3,,100.0,53.9,5.0,,,,1093,,0.2156,ORBENCH+JBREAK__enterprise_usecase,2024,[ORBENCH][JBREAK]
1015,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,57.09,49.07,,,,,4.3,,100.0,53.35,5.0,,,,1093,,0.2134,ORBENCH+JBREAK__creative_writing,2024,[ORBENCH][JBREAK]
1016,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,56.49,50.11,,,,,4.3,,100.0,52.8,5.0,,,,1093,,0.2112,ORBENCH+JBREAK__reasoning_chain,2024,[ORBENCH][JBREAK]
1017,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,60.1,51.68,,,,,4.3,,100.0,57.2,5.0,,,,1093,,0.2288,ORBENCH+JBREAK__value_alignment,2024,[ORBENCH][JBREAK]
1018,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,52.29,44.37,,,,,4.3,,100.0,48.4,5.0,,,,1093,,0.1936,ORBENCH+JBREAK__robustness_noise,2024,[ORBENCH][JBREAK]
1019,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,52.89,45.41,,,,,4.3,,100.0,50.05,5.0,,,,1093,,0.2002,ORBENCH+JBREAK__multilingual,2024,[ORBENCH][JBREAK]
1020,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,58.3,50.11,,,,,4.3,,100.0,54.45,5.0,,,,1093,,0.2178,ORBENCH+JBREAK__summarization,2024,[ORBENCH][JBREAK]
1021,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,60.7,52.2,,,,,4.3,,100.0,55.0,5.0,,,,1093,,0.22,ORBENCH+JBREAK__qa_closed,2024,[ORBENCH][JBREAK]
1022,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,57.7,49.59,,,,,4.3,,100.0,53.9,5.0,,,,1093,,0.2156,ORBENCH+JBREAK__qa_open,2024,[ORBENCH][JBREAK]
1023,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,61.3,52.72,,,,,4.3,,100.0,57.2,5.0,,,,1093,,0.2288,ORBENCH+JBREAK__dialogue_safety,2024,[ORBENCH][JBREAK]
1024,Mistral-7B-Instruct-v0.2,Mistral AI,2024,7,Transformer-Decoder,1,0,0,SFT,0,54.69,48.55,,,,,4.3,,100.0,51.7,5.0,,,,1093,,0.2068,ORBENCH+JBREAK__data_contamination,2024,[ORBENCH][JBREAK]
1025,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,68.0,,,,,,4.0,,,58.0,,,,,1101,,,HALLU__standard_0shot,2024,[HALLU]
1026,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,68.68,,,,,,4.0,,,58.0,,,,,1101,,,HALLU__standard_5shot,2024,[HALLU]
1027,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,65.96,,,,,,4.0,,,56.26,,,,,1101,,,HALLU__chat_multiturn,2024,[HALLU]
1028,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,61.2,,,,,,4.0,,,52.78,,,,,1101,,,HALLU__adversarial_prompt,2024,[HALLU]
1029,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,59.84,,,,,,4.0,,,52.2,,,,,1101,,,HALLU__red_team_test,2024,[HALLU]
1030,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,67.32,,,,,,4.0,,,57.42,,,,,1101,,,HALLU__domain_science,2024,[HALLU]
1031,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,64.6,,,,,,4.0,,,56.84,,,,,1101,,,HALLU__domain_math,2024,[HALLU]
1032,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,63.24,,,,,,4.0,,,56.26,,,,,1101,,,HALLU__domain_coding,2024,[HALLU]
1033,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,65.28,,,,,,4.0,,,55.68,,,,,1101,,,HALLU__system_prompt_none,2024,[HALLU]
1034,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,69.36,,,,,,4.0,,,59.74,,,,,1101,,,HALLU__system_prompt_safety,2024,[HALLU]
1035,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,57.8,,,,,,4.0,,,51.04,,,,,1101,,,HALLU__low_resource_lang,2024,[HALLU]
1036,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,62.56,,,,,,4.0,,,52.78,,,,,1101,,,HALLU__long_context,2024,[HALLU]
1037,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,61.88,,,,,,4.0,,,53.36,,,,,1101,,,HALLU__tool_use,2024,[HALLU]
1038,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,60.52,,,,,,4.0,,,52.78,,,,,1101,,,HALLU__instruction_complex,2024,[HALLU]
1039,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,55.76,,,,,,4.0,,,49.88,,,,,1101,,,HALLU__jailbreak_scenario,2024,[HALLU]
1040,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,70.04,,,,,,4.0,,,61.48,,,,,1101,,,HALLU__safety_bench_direct,2024,[HALLU]
1041,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,63.92,,,,,,4.0,,,55.1,,,,,1101,,,HALLU__bias_test,2024,[HALLU]
1042,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,65.28,,,,,,4.0,,,57.42,,,,,1101,,,HALLU__factuality_test,2024,[HALLU]
1043,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,65.96,,,,,,4.0,,,56.84,,,,,1101,,,HALLU__consistency_test,2024,[HALLU]
1044,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,68.0,,,,,,4.0,,,58.0,,,,,1101,,,HALLU__human_preference,2024,[HALLU]
1045,Mistral-Nemo-Instruct,Mistral AI,2024,12,Transformer-Decoder,1,0,0,SFT,0,68.68,,,,,,4.0,,,58.0,,,,,1101,,,HALLU__academic_benchmark,2024,[HALLU]
